chunk_id,audio_path,mel_path,embedding_path,label,distance_to_ref
ml19_292b_0011_chunk0010,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0010.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0010.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0010.npy,-1,-1.0
ml19_292b_0011_chunk0011,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0011.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0011.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0011.npy,-1,-1.0
ml19_292b_0011_chunk0012,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0012.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0012.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0012.npy,-1,-1.0
ml19_292b_0011_chunk0013,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0013.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0013.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0013.npy,-1,-1.0
ml19_292b_0011_chunk0014,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0014.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0014.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0014.npy,-1,-1.0
ml19_292b_0011_chunk0015,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0015.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0015.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0015.npy,-1,-1.0
ml19_292b_0011_chunk0016,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0016.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0016.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0016.npy,-1,-1.0
ml19_292b_0011_chunk0017,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0017.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0017.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0017.npy,-1,-1.0
ml19_292b_0011_chunk0018,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0018.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0018.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0018.npy,-1,-1.0
ml19_292b_0011_chunk0019,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0019.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0019.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0019.npy,-1,-1.0
ml19_292b_0011_chunk0020,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0020.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0020.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0020.npy,-1,-1.0
ml19_292b_0011_chunk0021,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0021.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0021.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0021.npy,-1,-1.0
ml19_292b_0011_chunk0022,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0022.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0022.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0022.npy,-1,-1.0
ml19_292b_0011_chunk0023,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0023.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0023.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0023.npy,-1,-1.0
ml19_292b_0011_chunk0024,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0024.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0024.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0024.npy,-1,-1.0
ml19_292b_0011_chunk0025,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0025.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0025.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0025.npy,-1,-1.0
ml19_292b_0011_chunk0026,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0026.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0026.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0026.npy,-1,-1.0
ml19_292b_0011_chunk0027,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0027.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0027.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0027.npy,-1,-1.0
ml19_292b_0011_chunk0028,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0028.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0028.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0028.npy,-1,-1.0
ml19_292b_0011_chunk0029,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0029.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0029.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0029.npy,-1,-1.0
ml19_292b_0011_chunk0030,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0030.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0030.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0030.npy,-1,-1.0
ml19_292b_0011_chunk0031,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0031.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0031.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0031.npy,-1,-1.0
ml19_292b_0011_chunk0032,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0032.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0032.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0032.npy,-1,-1.0
ml19_292b_0011_chunk0033,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0033.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0033.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0033.npy,-1,-1.0
ml19_292b_0011_chunk0034,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0034.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0034.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0034.npy,-1,-1.0
ml19_292b_0011_chunk0035,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0035.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0035.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0035.npy,-1,-1.0
ml19_292b_0011_chunk0036,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0036.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0036.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0036.npy,-1,-1.0
ml19_292b_0011_chunk0037,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0037.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0037.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0037.npy,-1,-1.0
ml19_292b_0011_chunk0038,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0038.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0038.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0038.npy,-1,-1.0
ml19_292b_0011_chunk0039,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0039.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0039.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0039.npy,-1,-1.0
ml19_292b_0011_chunk0040,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0040.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0040.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0040.npy,-1,-1.0
ml19_292b_0011_chunk0041,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0041.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0041.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0041.npy,-1,-1.0
ml19_292b_0011_chunk0042,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0042.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0042.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0042.npy,-1,-1.0
ml19_292b_0011_chunk0043,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0043.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0043.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0043.npy,-1,-1.0
ml19_292b_0011_chunk0044,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0044.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0044.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0044.npy,-1,-1.0
ml19_292b_0011_chunk0045,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0045.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0045.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0045.npy,-1,-1.0
ml19_292b_0011_chunk0046,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0046.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0046.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0046.npy,-1,-1.0
ml19_292b_0011_chunk0047,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0047.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0047.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0047.npy,-1,-1.0
ml19_292b_0011_chunk0048,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0048.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0048.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0048.npy,-1,-1.0
ml19_292b_0011_chunk0049,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0049.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0049.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0049.npy,-1,-1.0
ml19_292b_0011_chunk0050,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0050.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0050.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0050.npy,-1,-1.0
ml19_292b_0011_chunk0051,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0011_chunk0051.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0011_chunk0051.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0011_chunk0051.npy,-1,-1.0
ml19_292b_0115_chunk0000,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0115_chunk0000.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0115_chunk0000.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0115_chunk0000.npy,-1,-1.0
ml19_292b_0115_chunk0001,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0115_chunk0001.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0115_chunk0001.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0115_chunk0001.npy,-1,-1.0
ml19_292b_0115_chunk0002,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0115_chunk0002.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0115_chunk0002.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0115_chunk0002.npy,-1,-1.0
ml19_292b_0115_chunk0003,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0115_chunk0003.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0115_chunk0003.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0115_chunk0003.npy,-1,-1.0
ml19_292b_0115_chunk0004,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0115_chunk0004.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0115_chunk0004.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0115_chunk0004.npy,-1,-1.0
ml19_292b_0115_chunk0005,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0115_chunk0005.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0115_chunk0005.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0115_chunk0005.npy,-1,-1.0
ml19_292b_0115_chunk0006,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0115_chunk0006.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0115_chunk0006.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0115_chunk0006.npy,-1,-1.0
ml19_292b_0115_chunk0007,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0115_chunk0007.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0115_chunk0007.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0115_chunk0007.npy,-1,-1.0
ml19_292b_0115_chunk0008,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0115_chunk0008.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0115_chunk0008.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0115_chunk0008.npy,-1,-1.0
ml19_292b_0115_chunk0009,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0115_chunk0009.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0115_chunk0009.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0115_chunk0009.npy,-1,-1.0
ml19_292b_0115_chunk0010,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0115_chunk0010.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0115_chunk0010.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0115_chunk0010.npy,-1,-1.0
ml19_292b_0115_chunk0011,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0115_chunk0011.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0115_chunk0011.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0115_chunk0011.npy,-1,-1.0
ml19_292b_0115_chunk0012,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0115_chunk0012.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0115_chunk0012.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0115_chunk0012.npy,-1,-1.0
ml19_292b_0115_chunk0013,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0115_chunk0013.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0115_chunk0013.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0115_chunk0013.npy,-1,-1.0
ml19_292b_0115_chunk0014,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0115_chunk0014.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0115_chunk0014.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0115_chunk0014.npy,-1,-1.0
ml19_292b_0001_chunk0000,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0001_chunk0000.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0001_chunk0000.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0001_chunk0000.npy,-1,-1.0
ml19_292b_0001_chunk0001,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0001_chunk0001.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0001_chunk0001.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0001_chunk0001.npy,-1,-1.0
